epoch,step,test_accuracy,test_loss,train_accuracy_epoch,train_accuracy_step,train_loss,valid_accuracy,valid_loss
0,4,,,,0.0,,,
0,9,,,,0.0,,,
0,14,,,,0.0,,,
0,19,,,,0.0,,,
0,24,,,,0.0,,,
0,29,,,,0.0,,,
0,34,,,,0.0,,,
0,39,,,,0.0,,,
0,44,,,,0.0,,,
0,49,,,,0.0,,,
0,54,,,,0.0,,,
0,59,,,,0.0,,,
0,64,,,,0.0,,,
0,69,,,,0.0,,,
0,74,,,,0.0,,,
0,79,,,,0.0,,,
0,84,,,,0.0,,,
0,89,,,,0.0,,,
0,94,,,,0.0,,,
0,99,,,,0.0,,,
0,104,,,,0.0,,,
0,109,,,,0.0,,,
0,114,,,,0.0,,,
0,119,,,,0.0,,,
0,124,,,,0.0,,,
0,129,,,,0.0,,,
0,134,,,,0.0,,,
0,139,,,,0.0,,,
0,144,,,,0.0,,,
0,149,,,,0.0,,,
0,154,,,,0.0,,,
0,159,,,,0.0,,,
0,164,,,,0.0,,,
0,169,,,,0.0,,,
0,174,,,,0.0,,,
0,179,,,,0.0,,,
0,184,,,,0.0,,,
0,189,,,,0.0,,,
0,194,,,,0.0,,,
0,199,,,,0.0,,,
0,204,,,,0.0,,,
0,209,,,,0.0,,,
0,214,,,,0.0,,,
0,219,,,,0.0,,,
0,224,,,,0.0,,,
0,229,,,,0.0,,,
0,234,,,,0.0,,,
0,239,,,,0.0,,,
0,244,,,,0.0,,,
0,249,,,,0.0,,,
0,254,,,,0.0,,,
0,259,,,,0.0,,,
0,264,,,,0.0,,,
0,269,,,,0.0,,,
0,274,,,,0.0,,,
0,279,,,,0.0,,,
0,284,,,,0.0,,,
0,289,,,,0.0,,,
0,294,,,,0.0,,,
0,299,,,,0.0,,,
0,304,,,,0.0,,,
0,309,,,,0.0,,,
0,312,,,,,,0.0,6620.748046875
0,312,,,0.0,,106.1535415649414,,
1,314,,,,0.0,,,
1,319,,,,0.0,,,
1,324,,,,0.0,,,
1,329,,,,0.0,,,
1,334,,,,0.0,,,
1,339,,,,0.0,,,
1,344,,,,0.0,,,
1,349,,,,0.0,,,
1,354,,,,0.0,,,
1,359,,,,0.0,,,
1,364,,,,0.0,,,
1,369,,,,0.0,,,
1,374,,,,0.0,,,
1,379,,,,0.0,,,
1,384,,,,0.0,,,
1,389,,,,0.0,,,
1,394,,,,0.0,,,
1,399,,,,0.0,,,
1,404,,,,0.0,,,
1,409,,,,0.0,,,
1,414,,,,0.0,,,
1,419,,,,0.0,,,
1,424,,,,0.0,,,
1,429,,,,0.0,,,
1,434,,,,0.0,,,
1,439,,,,0.0,,,
1,444,,,,0.0,,,
1,449,,,,0.0,,,
1,454,,,,0.0,,,
1,459,,,,0.0,,,
1,464,,,,0.0,,,
1,469,,,,0.0,,,
1,474,,,,0.0,,,
1,479,,,,0.0,,,
1,484,,,,0.0,,,
1,489,,,,0.0,,,
1,494,,,,0.0,,,
1,499,,,,0.0,,,
1,504,,,,0.0,,,
1,509,,,,0.0,,,
1,514,,,,0.0,,,
1,519,,,,0.0,,,
1,524,,,,0.0,,,
1,529,,,,0.0,,,
1,534,,,,0.0,,,
1,539,,,,0.0,,,
1,544,,,,0.0,,,
1,549,,,,0.0,,,
1,554,,,,0.0,,,
1,559,,,,0.0,,,
1,564,,,,0.0,,,
1,569,,,,0.0,,,
1,574,,,,0.0,,,
1,579,,,,0.0,,,
1,584,,,,0.0,,,
1,589,,,,0.0,,,
1,594,,,,0.0,,,
1,599,,,,0.0,,,
1,604,,,,0.0,,,
1,609,,,,0.0,,,
1,614,,,,0.0,,,
1,619,,,,0.0,,,
1,624,,,,0.0,,,
1,625,,,,,,0.0,6524.56103515625
1,625,,,0.0,,100.35890197753906,,
2,629,,,,0.0,,,
2,634,,,,0.0,,,
2,639,,,,0.0,,,
2,644,,,,0.0,,,
2,649,,,,0.0,,,
2,654,,,,0.0,,,
2,659,,,,0.0,,,
2,664,,,,0.0,,,
2,669,,,,0.0,,,
2,674,,,,0.0,,,
2,679,,,,0.0,,,
2,684,,,,0.0,,,
2,689,,,,0.0,,,
2,694,,,,0.0,,,
2,699,,,,0.0,,,
2,704,,,,0.0,,,
2,709,,,,0.0,,,
2,714,,,,0.0,,,
2,719,,,,0.0,,,
2,724,,,,0.0,,,
2,729,,,,0.0,,,
2,734,,,,0.0,,,
2,739,,,,0.0,,,
2,744,,,,0.0,,,
2,749,,,,0.0,,,
2,754,,,,0.0,,,
2,759,,,,0.0,,,
2,764,,,,0.0,,,
2,769,,,,0.0,,,
2,774,,,,0.0,,,
2,779,,,,0.0,,,
2,784,,,,0.0,,,
2,789,,,,0.0,,,
2,794,,,,0.0,,,
2,799,,,,0.0,,,
2,804,,,,0.0,,,
2,809,,,,0.0,,,
2,814,,,,0.0,,,
2,819,,,,0.0,,,
2,824,,,,0.0,,,
2,829,,,,0.0,,,
2,834,,,,0.0,,,
2,839,,,,0.0,,,
2,844,,,,0.0,,,
2,849,,,,0.0,,,
2,854,,,,0.0,,,
2,859,,,,0.0,,,
2,864,,,,0.0,,,
2,869,,,,0.0,,,
2,874,,,,0.0,,,
2,879,,,,0.0,,,
2,884,,,,0.0,,,
2,889,,,,0.0,,,
2,894,,,,0.0,,,
2,899,,,,0.0,,,
2,904,,,,0.0,,,
2,909,,,,0.0,,,
2,914,,,,0.0,,,
2,919,,,,0.0,,,
2,924,,,,0.0,,,
2,929,,,,0.0,,,
2,934,,,,0.0,,,
2,938,,,,,,0.0,6507.9130859375
2,938,,,0.0,,99.00199127197266,,
3,939,,,,0.0,,,
3,944,,,,0.0,,,
3,949,,,,0.0,,,
3,954,,,,0.0,,,
3,959,,,,0.0,,,
3,964,,,,0.0,,,
3,969,,,,0.0,,,
3,974,,,,0.0,,,
3,979,,,,0.0,,,
3,984,,,,0.0,,,
3,989,,,,0.0,,,
3,994,,,,0.0,,,
3,999,,,,0.0,,,
3,1004,,,,0.0,,,
3,1009,,,,0.0,,,
3,1014,,,,0.0,,,
3,1019,,,,0.0,,,
3,1024,,,,0.0,,,
3,1029,,,,0.0,,,
3,1034,,,,0.0,,,
3,1039,,,,0.0,,,
3,1044,,,,0.0,,,
3,1049,,,,0.0,,,
3,1054,,,,0.0,,,
3,1059,,,,0.0,,,
3,1064,,,,0.0,,,
3,1069,,,,0.0,,,
3,1074,,,,0.0,,,
3,1079,,,,0.0,,,
3,1084,,,,0.0,,,
3,1089,,,,0.0,,,
3,1094,,,,0.0,,,
3,1099,,,,0.0,,,
3,1104,,,,0.0,,,
3,1109,,,,0.0,,,
3,1114,,,,0.0,,,
3,1119,,,,0.0,,,
3,1124,,,,0.0,,,
3,1129,,,,0.0,,,
3,1134,,,,0.0,,,
3,1139,,,,0.0,,,
3,1144,,,,0.0,,,
3,1149,,,,0.0,,,
3,1154,,,,0.0,,,
3,1159,,,,0.0,,,
3,1164,,,,0.0,,,
