epoch,step,test_accuracy,test_loss,train_accuracy_epoch,train_accuracy_step,train_loss,valid_accuracy,valid_loss
0,4,,,,0.3125,,,
0,9,,,,0.3125,,,
0,14,,,,0.21875,,,
0,19,,,,0.3125,,,
0,24,,,,0.28125,,,
0,29,,,,0.28125,,,
0,34,,,,0.34375,,,
0,39,,,,0.5,,,
0,44,,,,0.375,,,
0,49,,,,0.3125,,,
0,54,,,,0.34375,,,
0,59,,,,0.4375,,,
0,64,,,,0.40625,,,
0,69,,,,0.3125,,,
0,74,,,,0.375,,,
0,79,,,,0.4375,,,
0,84,,,,0.375,,,
0,89,,,,0.375,,,
0,94,,,,0.15625,,,
0,99,,,,0.40625,,,
0,104,,,,0.34375,,,
0,109,,,,0.46875,,,
0,114,,,,0.34375,,,
0,119,,,,0.5,,,
0,124,,,,0.65625,,,
0,129,,,,0.53125,,,
0,134,,,,0.46875,,,
0,139,,,,0.53125,,,
0,144,,,,0.46875,,,
0,149,,,,0.53125,,,
0,154,,,,0.53125,,,
0,159,,,,0.53125,,,
0,164,,,,0.3125,,,
0,169,,,,0.46875,,,
0,174,,,,0.46875,,,
0,179,,,,0.6875,,,
0,184,,,,0.4375,,,
0,189,,,,0.375,,,
0,194,,,,0.5,,,
0,199,,,,0.625,,,
0,204,,,,0.59375,,,
0,209,,,,0.53125,,,
0,214,,,,0.5625,,,
0,219,,,,0.59375,,,
0,224,,,,0.5625,,,
0,229,,,,0.4375,,,
0,234,,,,0.46875,,,
0,239,,,,0.375,,,
0,244,,,,0.46875,,,
0,249,,,,0.59375,,,
0,254,,,,0.46875,,,
0,259,,,,0.6875,,,
0,264,,,,0.53125,,,
0,269,,,,0.5,,,
0,274,,,,0.5,,,
0,279,,,,0.6875,,,
0,284,,,,0.46875,,,
0,289,,,,0.46875,,,
0,294,,,,0.40625,,,
0,299,,,,0.46875,,,
0,304,,,,0.5625,,,
0,309,,,,0.40625,,,
0,312,,,,,,0.5455455183982849,0.8376372456550598
0,312,,,0.4594459533691406,,0.9605655670166016,,
1,314,,,,0.625,,,
1,319,,,,0.4375,,,
1,324,,,,0.53125,,,
1,329,,,,0.59375,,,
1,334,,,,0.5,,,
1,339,,,,0.46875,,,
1,344,,,,0.40625,,,
1,349,,,,0.40625,,,
1,354,,,,0.625,,,
1,359,,,,0.34375,,,
1,364,,,,0.71875,,,
1,369,,,,0.4375,,,
1,374,,,,0.5625,,,
1,379,,,,0.5,,,
1,384,,,,0.71875,,,
1,389,,,,0.5625,,,
1,394,,,,0.53125,,,
1,399,,,,0.75,,,
1,404,,,,0.40625,,,
1,409,,,,0.5,,,
1,414,,,,0.625,,,
1,419,,,,0.6875,,,
1,424,,,,0.6875,,,
1,429,,,,0.375,,,
1,434,,,,0.59375,,,
1,439,,,,0.5625,,,
1,444,,,,0.59375,,,
1,449,,,,0.46875,,,
1,454,,,,0.5,,,
1,459,,,,0.53125,,,
1,464,,,,0.6875,,,
1,469,,,,0.59375,,,
1,474,,,,0.53125,,,
1,479,,,,0.46875,,,
1,484,,,,0.78125,,,
1,489,,,,0.375,,,
1,494,,,,0.5625,,,
1,499,,,,0.65625,,,
1,504,,,,0.46875,,,
1,509,,,,0.625,,,
1,514,,,,0.65625,,,
1,519,,,,0.65625,,,
1,524,,,,0.53125,,,
1,529,,,,0.46875,,,
1,534,,,,0.59375,,,
1,539,,,,0.5625,,,
1,544,,,,0.65625,,,
1,549,,,,0.40625,,,
1,554,,,,0.40625,,,
1,559,,,,0.4375,,,
1,564,,,,0.75,,,
1,569,,,,0.5625,,,
1,574,,,,0.53125,,,
1,579,,,,0.625,,,
1,584,,,,0.5625,,,
1,589,,,,0.5625,,,
1,594,,,,0.4375,,,
1,599,,,,0.65625,,,
1,604,,,,0.6875,,,
1,609,,,,0.53125,,,
1,614,,,,0.59375,,,
1,619,,,,0.53125,,,
1,624,,,,0.53125,,,
1,625,,,,,,0.5145145058631897,0.8358439207077026
1,625,,,0.5708571076393127,,0.8231869339942932,,
2,629,,,,0.6875,,,
2,634,,,,0.5,,,
2,639,,,,0.6875,,,
2,644,,,,0.625,,,
2,649,,,,0.59375,,,
2,654,,,,0.59375,,,
2,659,,,,0.5,,,
2,664,,,,0.375,,,
2,669,,,,0.375,,,
2,674,,,,0.40625,,,
2,679,,,,0.625,,,
2,684,,,,0.53125,,,
2,689,,,,0.625,,,
2,694,,,,0.59375,,,
2,699,,,,0.65625,,,
2,704,,,,0.625,,,
2,709,,,,0.6875,,,
2,714,,,,0.5625,,,
2,719,,,,0.59375,,,
2,724,,,,0.59375,,,
2,729,,,,0.59375,,,
2,734,,,,0.65625,,,
2,739,,,,0.5,,,
2,744,,,,0.4375,,,
2,749,,,,0.71875,,,
2,754,,,,0.75,,,
2,759,,,,0.625,,,
2,764,,,,0.75,,,
2,769,,,,0.53125,,,
2,774,,,,0.59375,,,
2,779,,,,0.71875,,,
2,784,,,,0.5625,,,
2,789,,,,0.625,,,
2,794,,,,0.53125,,,
2,799,,,,0.65625,,,
2,804,,,,0.59375,,,
2,809,,,,0.59375,,,
2,814,,,,0.6875,,,
2,819,,,,0.5625,,,
2,824,,,,0.75,,,
2,829,,,,0.75,,,
2,834,,,,0.75,,,
2,839,,,,0.59375,,,
2,844,,,,0.78125,,,
2,849,,,,0.65625,,,
2,854,,,,0.78125,,,
2,859,,,,0.75,,,
2,864,,,,0.75,,,
2,869,,,,0.5,,,
2,874,,,,0.5625,,,
2,879,,,,0.46875,,,
2,884,,,,0.625,,,
2,889,,,,0.6875,,,
2,894,,,,0.71875,,,
2,899,,,,0.84375,,,
2,904,,,,0.59375,,,
2,909,,,,0.6875,,,
2,914,,,,0.71875,,,
2,919,,,,0.75,,,
2,924,,,,0.6875,,,
2,929,,,,0.78125,,,
2,934,,,,0.84375,,,
2,938,,,,,,0.7617617845535278,0.6656121015548706
2,938,,,0.6408640742301941,,0.759641706943512,,
3,939,,,,0.65625,,,
3,944,,,,0.53125,,,
3,949,,,,0.625,,,
3,954,,,,0.90625,,,
3,959,,,,0.5625,,,
3,964,,,,0.71875,,,
3,969,,,,0.71875,,,
3,974,,,,0.90625,,,
3,979,,,,0.8125,,,
3,984,,,,0.75,,,
3,989,,,,0.625,,,
3,994,,,,0.8125,,,
3,999,,,,0.8125,,,
3,1004,,,,0.78125,,,
3,1009,,,,0.625,,,
3,1014,,,,0.78125,,,
3,1019,,,,0.84375,,,
3,1024,,,,0.84375,,,
3,1029,,,,0.65625,,,
3,1034,,,,0.78125,,,
3,1039,,,,0.71875,,,
3,1044,,,,0.78125,,,
3,1049,,,,0.9375,,,
3,1054,,,,0.875,,,
3,1059,,,,0.8125,,,
3,1064,,,,0.78125,,,
3,1069,,,,0.8125,,,
3,1074,,,,0.84375,,,
3,1079,,,,0.875,,,
3,1084,,,,0.71875,,,
3,1089,,,,0.53125,,,
3,1094,,,,0.71875,,,
3,1099,,,,0.75,,,
3,1104,,,,0.8125,,,
3,1109,,,,0.78125,,,
3,1114,,,,0.8125,,,
3,1119,,,,0.65625,,,
3,1124,,,,0.75,,,
3,1129,,,,0.78125,,,
3,1134,,,,0.8125,,,
3,1139,,,,0.78125,,,
3,1144,,,,0.75,,,
3,1149,,,,0.78125,,,
3,1154,,,,0.78125,,,
3,1159,,,,0.84375,,,
3,1164,,,,0.6875,,,
3,1169,,,,0.625,,,
3,1174,,,,0.59375,,,
3,1179,,,,0.78125,,,
3,1184,,,,0.5,,,
3,1189,,,,0.71875,,,
3,1194,,,,0.78125,,,
3,1199,,,,0.78125,,,
3,1204,,,,0.8125,,,
3,1209,,,,0.71875,,,
3,1214,,,,0.75,,,
3,1219,,,,0.65625,,,
3,1224,,,,0.75,,,
3,1229,,,,0.84375,,,
3,1234,,,,0.8125,,,
3,1239,,,,0.8125,,,
3,1244,,,,0.6875,,,
3,1249,,,,0.71875,,,
3,1251,,,,,,0.8058058023452759,0.5523365139961243
3,1251,,,0.7650765180587769,,0.6392085552215576,,
4,1254,,,,0.875,,,
4,1259,,,,0.875,,,
4,1264,,,,0.84375,,,
4,1269,,,,0.9375,,,
4,1274,,,,0.84375,,,
4,1279,,,,0.75,,,
4,1284,,,,0.78125,,,
4,1289,,,,0.78125,,,
4,1294,,,,0.75,,,
4,1299,,,,0.90625,,,
4,1304,,,,0.75,,,
4,1309,,,,0.90625,,,
4,1314,,,,0.75,,,
4,1319,,,,0.71875,,,
4,1324,,,,0.90625,,,
4,1329,,,,0.90625,,,
4,1334,,,,0.65625,,,
4,1339,,,,0.8125,,,
4,1344,,,,0.6875,,,
4,1349,,,,0.625,,,
4,1354,,,,0.71875,,,
4,1359,,,,0.75,,,
4,1364,,,,0.625,,,
4,1369,,,,0.8125,,,
4,1374,,,,0.78125,,,
4,1379,,,,0.75,,,
4,1384,,,,0.75,,,
4,1389,,,,0.8125,,,
4,1394,,,,0.65625,,,
4,1399,,,,0.59375,,,
4,1404,,,,0.84375,,,
4,1409,,,,0.875,,,
4,1414,,,,0.71875,,,
4,1419,,,,0.8125,,,
4,1424,,,,0.71875,,,
4,1429,,,,0.8125,,,
4,1434,,,,0.875,,,
4,1439,,,,0.71875,,,
4,1444,,,,0.78125,,,
4,1449,,,,0.90625,,,
4,1454,,,,0.75,,,
4,1459,,,,0.8125,,,
4,1464,,,,0.90625,,,
4,1469,,,,0.71875,,,
4,1474,,,,0.75,,,
4,1479,,,,0.75,,,
4,1484,,,,0.875,,,
4,1489,,,,0.84375,,,
4,1494,,,,0.6875,,,
4,1499,,,,0.78125,,,
4,1504,,,,0.8125,,,
4,1509,,,,0.90625,,,
4,1514,,,,0.84375,,,
4,1519,,,,0.8125,,,
4,1524,,,,0.8125,,,
4,1529,,,,0.875,,,
4,1534,,,,0.6875,,,
4,1539,,,,0.71875,,,
4,1544,,,,0.84375,,,
4,1549,,,,0.9375,,,
4,1554,,,,0.75,,,
4,1559,,,,0.8125,,,
4,1564,,,,0.8666666746139526,,,
4,1564,,,,,,0.8018018007278442,0.5524067878723145
4,1564,,,0.7909790873527527,,0.5789463520050049,,
5,1569,,,,0.875,,,
5,1574,,,,0.78125,,,
5,1579,,,,0.75,,,
5,1584,,,,0.78125,,,
5,1589,,,,0.71875,,,
5,1594,,,,0.59375,,,
5,1599,,,,0.78125,,,
5,1604,,,,0.8125,,,
5,1609,,,,0.8125,,,
5,1614,,,,0.78125,,,
5,1619,,,,0.84375,,,
5,1624,,,,0.75,,,
5,1629,,,,0.8125,,,
5,1634,,,,0.875,,,
5,1639,,,,0.875,,,
5,1644,,,,0.8125,,,
5,1649,,,,0.8125,,,
5,1654,,,,0.78125,,,
5,1659,,,,0.78125,,,
5,1664,,,,0.65625,,,
5,1669,,,,0.875,,,
5,1674,,,,0.8125,,,
5,1679,,,,0.8125,,,
5,1684,,,,0.75,,,
5,1689,,,,0.75,,,
5,1694,,,,0.625,,,
5,1699,,,,0.71875,,,
5,1704,,,,0.75,,,
5,1709,,,,0.75,,,
5,1714,,,,0.84375,,,
5,1719,,,,0.78125,,,
5,1724,,,,0.875,,,
5,1729,,,,0.84375,,,
5,1734,,,,0.75,,,
5,1739,,,,0.8125,,,
5,1744,,,,0.875,,,
5,1749,,,,0.71875,,,
5,1754,,,,0.8125,,,
5,1759,,,,0.8125,,,
5,1764,,,,0.75,,,
5,1769,,,,0.65625,,,
5,1774,,,,0.8125,,,
5,1779,,,,0.71875,,,
5,1784,,,,0.875,,,
5,1789,,,,0.625,,,
5,1794,,,,0.875,,,
5,1799,,,,0.75,,,
5,1804,,,,0.84375,,,
5,1809,,,,0.71875,,,
5,1814,,,,0.78125,,,
5,1819,,,,0.78125,,,
5,1824,,,,0.90625,,,
5,1829,,,,0.78125,,,
5,1834,,,,0.84375,,,
5,1839,,,,0.90625,,,
5,1844,,,,0.84375,,,
5,1849,,,,0.8125,,,
5,1854,,,,0.90625,,,
5,1859,,,,0.84375,,,
5,1864,,,,0.90625,,,
5,1869,,,,0.90625,,,
5,1874,,,,0.75,,,
5,1877,,,,,,0.8148148059844971,0.48661524057388306
5,1877,,,0.8016801476478577,,0.5431864261627197,,
6,1879,,,,0.875,,,
6,1884,,,,0.75,,,
6,1889,,,,0.9375,,,
6,1894,,,,0.875,,,
6,1899,,,,0.78125,,,
6,1904,,,,0.8125,,,
6,1909,,,,0.875,,,
6,1914,,,,0.8125,,,
6,1919,,,,0.8125,,,
6,1924,,,,0.96875,,,
6,1929,,,,0.75,,,
6,1934,,,,0.6875,,,
6,1939,,,,0.875,,,
6,1944,,,,0.84375,,,
6,1949,,,,0.8125,,,
6,1954,,,,0.78125,,,
6,1959,,,,0.8125,,,
6,1964,,,,0.9375,,,
6,1969,,,,0.875,,,
6,1974,,,,0.90625,,,
6,1979,,,,0.875,,,
6,1984,,,,0.90625,,,
6,1989,,,,0.78125,,,
6,1994,,,,0.84375,,,
6,1999,,,,0.71875,,,
6,2004,,,,0.84375,,,
6,2009,,,,0.875,,,
6,2014,,,,0.8125,,,
6,2019,,,,0.75,,,
6,2024,,,,0.84375,,,
6,2029,,,,0.90625,,,
6,2034,,,,0.8125,,,
6,2039,,,,0.875,,,
6,2044,,,,0.96875,,,
6,2049,,,,0.875,,,
6,2054,,,,0.84375,,,
6,2059,,,,0.9375,,,
6,2064,,,,0.90625,,,
6,2069,,,,0.84375,,,
6,2074,,,,0.8125,,,
6,2079,,,,0.78125,,,
6,2084,,,,0.75,,,
6,2089,,,,0.65625,,,
6,2094,,,,0.78125,,,
6,2099,,,,0.875,,,
6,2104,,,,0.8125,,,
6,2109,,,,0.75,,,
6,2114,,,,0.90625,,,
6,2119,,,,0.875,,,
6,2124,,,,0.8125,,,
6,2129,,,,0.84375,,,
6,2134,,,,0.78125,,,
6,2139,,,,0.78125,,,
6,2144,,,,0.71875,,,
6,2149,,,,0.84375,,,
6,2154,,,,0.875,,,
6,2159,,,,0.84375,,,
6,2164,,,,0.78125,,,
6,2169,,,,0.875,,,
6,2174,,,,0.9375,,,
6,2179,,,,0.84375,,,
6,2184,,,,0.8125,,,
6,2189,,,,0.75,,,
6,2190,,,,,,0.8278278112411499,0.47219857573509216
6,2190,,,0.834183394908905,,0.46869686245918274,,
7,2194,,,,0.84375,,,
7,2199,,,,0.8125,,,
7,2204,,,,0.875,,,
7,2209,,,,0.9375,,,
7,2214,,,,0.90625,,,
